dataset,model,test_metric,runtime,parameters,peak_cuda_memory_bytes,num_nodes,num_edges,peak_cuda_memory_mb
atlas_het,graphatlas_c_coordinate_relu,0.6836734414100647,14.420046091079712,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,16.533384799957275,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,16.864861249923706,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,16.800598621368408,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,16.65652561187744,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,13.690836906433104,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,13.623802423477173,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,13.644654273986816,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_coordinate_relu,0.6734693646430969,13.372388124465942,64834,0.0,480,6506,0.0
atlas_het,graphatlas_c_membership,0.8585858345031738,21.980651140213013,64834,0.0,480,6540,0.0
atlas_het,graphatlas_c_membership,0.8585858345031738,21.67724633216858,64834,0.0,480,6540,0.0
