number,value,state,params_classification_loss,params_dropout,params_feature_normalization,params_hidden_dim,params_learning_rate,params_membership_topk,params_num_charts,params_seed,params_transportability_beta,params_weight_decay,user_attrs_dataset,user_attrs_last_intermediate_test,user_attrs_metric_name,user_attrs_resolved_params,user_attrs_run_dir,user_attrs_split_protocol,user_attrs_test_metric,user_attrs_validation_metric
10,0.03773584961891174,PRUNED,weighted_ce,0.6,l2,256,0.00032487360506778764,2,3,327,2.0,0.0003285823765559525,,0.03773584961891174,,,,,,
11,0.6603773832321167,COMPLETE,focal,0.0,layernorm,256,0.0007462467514856694,1,3,415,0.5,6.08272865994506e-05,hetgb_wisconsin,0.7547169923782349,accuracy,"{'learning_rate': 0.0007462467514856694, 'weight_decay': 6.08272865994506e-05, 'dropout': 0.0, 'hidden_dim': 256, 'num_charts': 3, 'membership_topk': 1, 'transportability_beta': 0.5, 'classification_loss': 'focal', 'feature_normalization': 'layernorm', 'seed': 415}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0011,stratified_60_20_20,0.6603773832321167,0.698113203048706
12,0.43396228551864624,PRUNED,focal,0.2,layernorm,256,0.0024977875923523195,2,2,711,0.25,0.0005915927172046711,,0.5094339847564697,,,,,,
13,0.1320754736661911,PRUNED,focal,0.0,none,128,0.00209115824677623,2,2,202,4.0,0.0019687942776282215,,0.1320754736661911,,,,,,
14,0.4716981053352356,PRUNED,cross_entropy,0.6,layernorm,256,0.00032006554665310795,2,4,520,0.25,0.0036766592198603566,,0.4528301954269409,,,,,,
15,0.7358490824699402,COMPLETE,cross_entropy,0.4,layernorm,128,0.003694564673631489,2,3,173,0.5,5.198204424773493e-05,hetgb_wisconsin,0.7169811725616455,accuracy,"{'learning_rate': 0.003694564673631489, 'weight_decay': 5.198204424773493e-05, 'dropout': 0.4, 'hidden_dim': 128, 'num_charts': 3, 'membership_topk': 2, 'transportability_beta': 0.5, 'classification_loss': 'cross_entropy', 'feature_normalization': 'layernorm', 'seed': 173}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0015,stratified_60_20_20,0.7358490824699402,0.8113207817077637
16,0.7169811725616455,PRUNED,focal,0.0,layernorm,256,0.003210981507443334,2,3,2,0.5,0.00021152001984552345,,0.6792452931404114,,,,,,
17,0.7547169923782349,COMPLETE,cross_entropy,0.2,layernorm,256,0.0008257598065663408,2,1,759,1.0,0.00024871001692856605,hetgb_wisconsin,0.7924528121948242,accuracy,"{'learning_rate': 0.0008257598065663408, 'weight_decay': 0.00024871001692856605, 'dropout': 0.2, 'hidden_dim': 256, 'num_charts': 1, 'membership_topk': 1, 'transportability_beta': 1.0, 'classification_loss': 'cross_entropy', 'feature_normalization': 'layernorm', 'seed': 759}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0017,stratified_60_20_20,0.7547169923782349,0.849056601524353
18,0.4716981053352356,PRUNED,cross_entropy,0.2,l2,256,0.0012998555028059303,2,2,425,2.0,0.0001725720027537704,,0.4528301954269409,,,,,,
19,0.4716981053352356,PRUNED,cross_entropy,0.2,layernorm,128,0.00017086769567449092,2,2,396,0.25,3.9154299662209073e-05,,0.4528301954269409,,,,,,
20,0.4716981053352356,PRUNED,cross_entropy,0.2,none,256,0.0006268365303354098,1,2,392,0.5,0.002634617832487266,,0.4528301954269409,,,,,,
21,0.1320754736661911,PRUNED,focal,0.0,none,128,0.0009760926043812906,2,3,171,0.5,7.70115215410679e-06,,0.1320754736661911,,,,,,
22,,FAIL,cross_entropy,0.2,layernorm,128,0.0008117705249069384,2,1,787,1.0,0.0006105040515808027,,0.6792452931404114,,,,,,
23,0.6792452931404114,COMPLETE,cross_entropy,0.1,layernorm,256,0.0018210508940291377,2,1,783,1.0,0.0008429036250892969,hetgb_wisconsin,0.7547169923782349,accuracy,"{'learning_rate': 0.0018210508940291377, 'weight_decay': 0.0008429036250892969, 'dropout': 0.1, 'hidden_dim': 256, 'num_charts': 1, 'membership_topk': 1, 'transportability_beta': 1.0, 'classification_loss': 'cross_entropy', 'feature_normalization': 'layernorm', 'seed': 783}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0023,stratified_60_20_20,0.6792452931404114,0.7547169923782349
24,0.4716981053352356,PRUNED,cross_entropy,0.2,layernorm,256,0.0003331116756697624,2,1,686,2.0,0.0023389875372492068,,0.4528301954269409,,,,,,
25,0.4528301954269409,COMPLETE,focal,0.6,layernorm,128,0.004515532498874531,2,3,114,1.0,0.0005670544674411816,hetgb_wisconsin,0.37735849618911743,accuracy,"{'learning_rate': 0.004515532498874531, 'weight_decay': 0.0005670544674411816, 'dropout': 0.6, 'hidden_dim': 128, 'num_charts': 3, 'membership_topk': 2, 'transportability_beta': 1.0, 'classification_loss': 'focal', 'feature_normalization': 'layernorm', 'seed': 114}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0025,stratified_60_20_20,0.4528301954269409,0.4716981053352356
26,0.698113203048706,PRUNED,cross_entropy,0.2,layernorm,256,0.0006756950169569263,2,3,873,1.0,5.0514148037804764e-05,,0.8679245710372925,,,,,,
27,0.6603773832321167,PRUNED,cross_entropy,0.2,layernorm,256,0.0006400099916381368,2,2,605,0.5,8.525043780303297e-05,,0.6226415038108826,,,,,,
28,0.9056603908538818,COMPLETE,weighted_ce,0.0,layernorm,128,0.003040008373266238,2,3,426,0.5,0.004157859011783808,hetgb_wisconsin,0.8867924809455872,accuracy,"{'learning_rate': 0.003040008373266238, 'weight_decay': 0.004157859011783808, 'dropout': 0.0, 'hidden_dim': 128, 'num_charts': 3, 'membership_topk': 2, 'transportability_beta': 0.5, 'classification_loss': 'weighted_ce', 'feature_normalization': 'layernorm', 'seed': 426}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0028,stratified_60_20_20,0.9056603908538818,0.8301886916160583
29,0.5283018946647644,PRUNED,weighted_ce,0.0,layernorm,128,0.0019730887850067927,2,3,627,2.0,0.002662209197730892,,0.5283018946647644,,,,,,
30,0.8113207817077637,COMPLETE,weighted_ce,0.2,layernorm,128,0.003547377618852773,2,3,14,0.5,0.005957370879188642,hetgb_wisconsin,0.7358490824699402,accuracy,"{'learning_rate': 0.003547377618852773, 'weight_decay': 0.005957370879188642, 'dropout': 0.2, 'hidden_dim': 128, 'num_charts': 3, 'membership_topk': 2, 'transportability_beta': 0.5, 'classification_loss': 'weighted_ce', 'feature_normalization': 'layernorm', 'seed': 14}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0030,stratified_60_20_20,0.8113207817077637,0.8867924809455872
31,0.4150943458080292,PRUNED,focal,0.2,l2,128,0.004076499622853958,2,1,18,0.5,0.008346734352306024,,0.4528301954269409,,,,,,
32,0.49056604504585266,PRUNED,weighted_ce,0.2,layernorm,128,0.003023086861054311,2,3,157,0.5,0.001562490653625921,,0.5660377740859985,,,,,,
33,0.37735849618911743,PRUNED,weighted_ce,0.6,layernorm,128,0.0012869658503604673,1,3,99,0.0,0.009526569995195102,,0.30188679695129395,,,,,,
34,0.7547169923782349,PRUNED,weighted_ce,0.1,layernorm,256,0.0041978233271711355,2,4,20,0.5,0.003964966485786799,,0.8113207817077637,,,,,,
35,0.4716981053352356,PRUNED,cross_entropy,0.1,none,128,0.002393252940021087,2,3,110,0.5,0.009502713142563063,,0.4528301954269409,,,,,,
36,0.849056601524353,COMPLETE,weighted_ce,0.0,l2,128,0.004252521777387401,2,3,126,0.25,0.0009159101632427445,hetgb_wisconsin,0.849056601524353,accuracy,"{'learning_rate': 0.004252521777387401, 'weight_decay': 0.0009159101632427445, 'dropout': 0.0, 'hidden_dim': 128, 'num_charts': 3, 'membership_topk': 2, 'transportability_beta': 0.25, 'classification_loss': 'weighted_ce', 'feature_normalization': 'l2', 'seed': 126}",outputs\oracle_upper_bound\runs\hetgb_wisconsin\trial_0036,stratified_60_20_20,0.849056601524353,0.7735849022865295
37,0.35849058628082275,PRUNED,focal,0.0,l2,128,0.003845759537811354,2,3,244,0.25,0.00012599125648410367,,0.4150943458080292,,,,,,
38,0.8113207817077637,PRUNED,focal,0.0,layernorm,128,0.004441292179634856,1,3,552,0.5,0.001312383615526053,,0.7735849022865295,,,,,,
39,0.2641509473323822,PRUNED,weighted_ce,0.0,l2,128,0.001422813879937036,2,3,0,0.5,0.00919321608123853,,0.28301888704299927,,,,,,
