source_id,paper_title,venue,year,table_id,source_url,dataset,dataset_version,task,metric,feature_condition,split_protocol,model,mean,std,unit,n_runs,comparison_level,notes
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GT,36.3,1.98,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GT-sep,40.31,3.01,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GT-sep,36.66,1.63,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,H2GCN,26.75,3.64,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,H2GCN,35.1,1.15,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,CPGNN,33.0,3.15,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,CPGNN,30.04,2.03,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GPR-GNN,39.93,3.3,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GPR-GNN,38.95,1.99,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,FSGNN,40.61,2.97,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,squirrel_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,FSGNN,35.92,1.32,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
platonov_iclr2023_filtered,A Critical Look at the Evaluation of GNNs under Heterophily: Are We Really Making Progress?,ICLR,2023,filtered Chameleon/Squirrel table,https://arxiv.org/abs/2302.11640,chameleon_filtered,hgb_filtered_iclr2023,node_classification,accuracy,native,hgb_fixed_10,GloGNN,25.9,3.58,percent,10,exact,Filtered graph version; do not compare with original Geom-GCN Chameleon/Squirrel.
